Id,Symbol,Market,SecurityNameTh,SecurityName
665,TRUE,SET,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน),TRUE CORPORATION PUBLIC COMPANY LIMITED
666,TSC,SET,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),THAI STEEL CABLE PUBLIC COMPANY LIMITED
667,TSE,mai,บริษัท ไทย โซล่าร์ เอ็นเนอร์ยี่ จำกัด (มหาชน),THAI SOLAR ENERGY PUBLIC COMPANY LIMITED
668,TSF,mai,บริษัท ทรีซิกตี้ไฟว์ จำกัด (มหาชน),THREE SIXTY FIVE PUBLIC COMPANY LIMITED
669,TSI,SET,บริษัท ไทยเศรษฐกิจประกันภัย จำกัด (มหาชน),THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED
670,TSR,SET,บริษัท เธียรสุรัตน์ จำกัด (มหาชน),THIENSURAT PUBLIC COMPANY LIMITED
671,TSTE,SET,บริษัท ไทยชูการ์ เทอร์มิเนิ้ล จำกัด (มหาชน),THAI SUGAR TERMINAL PUBLIC COMPANY LIMITED
672,TSTH,SET,บริษัท ทาทา สตีล (ประเทศไทย) จำกัด (มหาชน),TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED
673,TTA,SET,บริษัท โทรีเซนไทย เอเยนต์ซีส์ จำกัด (มหาชน),THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED
674,TTCL,SET,บริษัท ทีทีซีแอล จำกัด (มหาชน),TTCL PUBLIC COMPANY LIMITED
675,TTI,SET,บริษัท โรงงานผ้าไทย จำกัด (มหาชน),THAI TEXTILE INDUSTRY PUBLIC COMPANY LIMITED
676,TTL,SET,บริษัท ทีทีแอล อุตสาหกรรม จำกัด (มหาชน),TTL INDUSTRIES PUBLIC COMPANY LIMITED
677,TTLPF,SET,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ตลาดไท,TALAAD THAI LEASEHOLD PROPERTY FUND
678,TTTM,SET,บริษัท ไทยโทเรเท็กซ์ไทล์มิลลส์ จำกัด (มหาชน),THAI TORAY TEXTILE MILLS PUBLIC COMPANY LIMITED
679,TTW,SET,บริษัท ทีทีดับบลิว จำกัด (มหาชน),TTW PUBLIC COMPANY LIMITED
680,TU,SET,บริษัท ไทยยูเนี่ยน กรุ๊ป จำกัด (มหาชน),THAI UNION GROUP PUBLIC COMPANY LIMITED
681,TU-PF,SET,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ ที ยู โดม เรสซิเดนท์เชียล คอมเพล็กซ์,T.U. DOME RESIDENTIAL COMPLEX LEASEHOLD PROPERTY FUND
682,TUCC,SET,บริษัท ไทยยูนีคคอยล์เซ็นเตอร์ จำกัด (มหาชน),THAI UNIQUE COIL CENTER PUBLIC COMPANY LIMITED
683,TVD,mai,บริษัท ทีวี ไดเร็ค จำกัด (มหาชน),TV DIRECT PUBLIC COMPANY LIMITED
684,TVI,SET,บริษัท ประกันภัยไทยวิวัฒน์ จำกัด (มหาชน),THAIVIVAT INSURANCE PUBLIC COMPANY LIMITED
685,TVO,SET,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),THAI VEGETABLE OIL PUBLIC COMPANY LIMITED
686,TVT,mai,บริษัท ทีวี ธันเดอร์ จำกัด (มหาชน),TV THUNDER PUBLIC COMPANY LIMITED
687,TWP,SET,บริษัท ไทยไวร์โพรดัคท์ จำกัด (มหาชน),THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED
688,TWPC,SET,บริษัท ไทยวา จำกัด (มหาชน),THAI WAH PUBLIC COMPANY LIMITED
689,TWZ,SET,บริษัท ทีดับบลิวแซด คอร์ปอเรชั่น จำกัด (มหาชน),TWZ CORPORATION PUBLIC COMPANY LIMITED
690,TYCN,SET,บริษัทไทยคูน เวิลด์ไวด์ กรุ๊ป (ประเทศไทย) จำกัด (มหาชน),TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.&sbquo;LTD.
691,U,SET,บริษัท ยู ซิตี้ จำกัด (มหาชน),U CITY PUBLIC COMPANY LIMITED
692,UAC,mai,บริษัท ยูเอซี โกลบอล จำกัด (มหาชน),UAC GLOBAL PUBLIC COMPANY LIMITED
693,UBIS,mai,บริษัท ยูบิส (เอเชีย) จำกัด (มหาชน),UBIS (ASIA) PUBLIC COMPANY LIMITED
694,UEC,mai,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),UNIMIT ENGINEERING PUBLIC COMPANY LIMITED
695,UKEM,mai,บริษัท ยูเนี่ยน ปิโตรเคมีคอล จำกัด (มหาชน),UNION PETROCHEMICAL PUBLIC COMPANY LIMITED
696,UMI,SET,บริษัท สหโมเสคอุตสาหกรรม จำกัด (มหาชน),THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED
697,UMS,mai,บริษัท ยูนิค ไมนิ่ง เซอร์วิสเซส จำกัด (มหาชน),UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED
698,UNIPF,SET,กองทุนรวมอสังหาริมทรัพย์ยูนิลอฟท์,UNILOFT PROPERTY FUND
699,UNIQ,SET,บริษัท ยูนิค เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED
700,UOBKH,SET,บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน),UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED
701,UP,SET,บริษัท ยูเนี่ยนพลาสติก จำกัด (มหาชน),UNION PLASTIC PUBLIC COMPANY LIMITED
702,UPA,mai,บริษัท ยูไนเต็ด เพาเวอร์ ออฟ เอเชีย จำกัด (มหาชน),UNITED POWER OF ASIA PUBLIC COMPANY LIMITED
703,UPF,SET,บริษัท ยูเนี่ยนไพโอเนียร์ จำกัด (มหาชน),UNION PIONEER PUBLIC COMPANY LIMITED
704,UPOIC,SET,บริษัท สหอุตสาหกรรมน้ำมันปาล์ม จำกัด (มหาชน),UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED
705,URBNPF,SET,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์เออร์บานา,URBANA PROPERTY FUND (LEASE HOLD)
706,UREKA,mai,บริษัท ยูเรกา ดีไซน์ จำกัด (มหาชน),EUREKA DESIGN PUBLIC COMPANY LIMITED
707,UT,SET,บริษัท ยูเนี่ยนอุตสาหกรรมสิ่งทอ จำกัด (มหาชน),UNION TEXTILE INDUSTRIES PUBLIC COMPANY LIMITED
708,UTP,SET,บริษัท ยูไนเต็ด เปเปอร์ จำกัด (มหาชน),UNITED PAPER PUBLIC COMPANY LIMITED
709,UV,SET,บริษัท ยูนิเวนเจอร์ จำกัด (มหาชน),UNIVENTURES PUBLIC COMPANY LIMITED
710,UVAN,SET,บริษัท ยูนิวานิชน้ำมันปาล์ม จำกัด (มหาชน),UNIVANICH PALM OIL PUBLIC COMPANY LIMITED
711,UWC,mai,บริษัท เอื้อวิทยา จำกัด (มหาชน),UA WITHYA PUBLIC COMPANY LIMITED
712,VARO,SET,บริษัท วโรปกรณ์ จำกัด (มหาชน),VAROPAKORN PUBLIC COMPANY LIMITED
713,VGI,SET,บริษัท วี จี ไอ โกลบอล มีเดีย จำกัด (มหาชน),VGI GLOBAL MEDIA PUBLIC COMPANY LIMITED
714,VI,SET,บริษัท เวนเจอร์ อินคอร์ปอเรชั่น จำกัด (มหาชน),VENTURE INCORPORATION PUBLIC COMPANY LIMITED
715,VIBHA,SET,บริษัท โรงพยาบาลวิภาวดี จำกัด (มหาชน),VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED
716,VIH,SET,บริษัท ศรีวิชัยเวชวิวัฒน์ จำกัด (มหาชน),SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED
717,VNG,SET,บริษัท วนชัย กรุ๊ป จำกัด (มหาชน),VANACHAI GROUP PUBLIC COMPANY LIMITED
718,VNT,SET,บริษัท วีนิไทย จำกัด (มหาชน),VINYTHAI PUBLIC COMPANY LIMITED
719,VPO,SET,บริษัท วิจิตรภัณฑ์ปาล์มออยล์ จำกัด (มหาชน),VICHITBHAN PALMOIL PUBLIC COMPANY LIMITED
720,VTE,mai,บริษัท วินเทจ วิศวกรรม จำกัด (มหาชน),VINTAGE ENGINEERING PUBLIC CO.&sbquo; LTD.
721,WACOAL,SET,บริษัท ไทยวาโก้ จำกัด (มหาชน),THAI WACOAL PUBLIC COMPANY LIMITED
722,WAVE,SET,บริษัท เวฟ เอ็นเตอร์เทนเมนท์ จำกัด (มหาชน),WAVE ENTERTAINMENT PUBLIC COMPANY LIMITED
723,WG,SET,บริษัท ไว้ท์กรุ๊ป จำกัด (มหาชน),WHITE GROUP PUBLIC COMPANY LIMITED
724,WHA,SET,บริษัท ดับบลิวเอชเอ คอร์ปอเรชั่น จำกัด (มหาชน),WHA CORPORATION PUBLIC COMPANY LIMITED
725,WHABT,SET,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ บิสซิเนส คอมเพล็กซ์,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST
726,WHAPF,SET,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ พรีเมี่ยม แฟคทอรี่แอนด์แวร์เฮ้าส์ ฟันด์,WHA PREMIUM FACTORY AND WAREHOUSE FREEHOLD AND LEASEHOLD PROPERTY FUND
727,WHART,SET,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ พรีเมี่ยม โกรท,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST
728,WHAUP,SET,บริษัท ดับบลิวเอชเอ ยูทิลิตี้ส์ แอนด์ พาวเวอร์ จำกัด (มหาชน),WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED
729,WICE,SET,บริษัท ไวส์ โลจิสติกส์ จำกัด (มหาชน),WICE LOGISTICS PUBLIC COMPANY LIMITED
730,WIIK,SET,บริษัทวิค แอนด์ ฮุคลันด์ จำกัด (มหาชน),WIIK & HOEGLUND PUBLIC COMPANY LIMITED
731,WIN,SET,บริษัท สวนอุตสาหกรรม วินโคสท์ จำกัด (มหาชน),WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED
732,WINNER,mai,บริษัท วินเนอร์กรุ๊ป เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED
733,WORK,SET,บริษัท เวิร์คพอยท์ เอ็นเทอร์เทนเมนท์ จำกัด (มหาชน),WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED
734,WORLD,SET,บริษัท เวิลด์ คอร์ปอเรชั่น จำกัด (มหาชน),WORLD CORPORATION PUBLIC COMPANY LIMITED
735,WP,SET,บริษัท ดับบลิวพี เอ็นเนอร์ยี่ จำกัด (มหาชน),WP ENERGY PUBLIC COMPANY LIMITED
736,WPH,SET,บริษัท โรงพยาบาลวัฒนแพทย์ ตรัง จำกัด (มหาชน),WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED
737,WR,SET,บริษัท วีรีเทล จำกัด (มหาชน),WE RETAIL PUBLIC COMPANY LIMITED
738,XO,mai,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน),EXOTIC FOOD PUBLIC COMPANY LIMITED
739,YCI,SET,บริษัท ยงไทย จำกัด (มหาชน),YONG THAI PUBLIC COMPANY LIMITED
740,YNP,SET,บริษัท ยานภัณฑ์ จำกัด (มหาชน),YARNAPUND PUBLIC COMPANY LIMITED
741,YUASA,mai,บริษัท ยัวซ่าแบตเตอรี่ ประเทศไทย จำกัด (มหาชน),YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED
742,ZIGA,mai,บริษัท ซิก้า อินโนเวชั่น จำกัด (มหาชน),ZIGA INNOVATION PUBLIC COMPANY LIMITED
743,ZMICO,SET,บริษัทหลักทรัพย์ ซีมิโก้ จำกัด (มหาชน),SEAMICO SECURITIES PUBLIC COMPANY LIMITED
